#OTU_ID	1.fasta	2.fasta	3.fasta	4.fasta	5.fasta	6.fasta	7.fasta	8.fasta	9.fasta	10.fasta	11.fasta	12.fasta	13.fasta	14.fasta	15.fasta	16.fasta
Comamonas_unclassified	0	0	0	0	0	0	0	0	0	899.0	1798.0	0	899.0	0	0	0
Limnohabitans_unclassified	0	0	0	0	0	0	0	0	0	679.0	1641.0	491.0	0	0	0	0
Polaromonas_unclassified	0	0	0	0	0	0	0	0	0	1462.0	5527.0	885.0	0	0	0	0
Variovorax_unclassified	0	0	0	0	0	0	0	0	0	450.0	1319.0	0	0	0	0	0
Thiobacillus_denitrificans	0	0	0	0	0	0	0	0	0	218.0	433.0	218.0	0	0	0	0
Kingella_unclassified	176.0	0	0	0	0	347.0	0	187.0	0	0	321.0	0	291.0	0	0	0
Neisseria_unclassified	0	0	0	0	580.0	1152.0	390.0	2318.0	0	402.0	570.0	0	375.0	0	390.0	0
Thauera_terpenica	0	0	0	0	0	0	0	0	0	116.0	78.0	0	0	0	0	0
Thauera_unclassified	0	0	0	0	0	0	0	0	0	2961.0	3011.0	0	0	0	0	0
Marinobacter_unclassified	0	0	0	0	0	0	0	0	1444.0	10866.0	13465.0	0	0	0	0	0
Spiribacter_unclassified	0	0	0	0	0	0	0	0	0	578.0	578.0	0	0	0	0	0
Escherichia_coli	4327030.0	4823358.0	4543.0	31669.0	13432.0	23597.0	33620.0	121074.0	0	0	0	0	0	0	0	0
Escherichia_unclassified	880241.0	1015782.0	4076.0	19121.0	0	3673.0	0	9791.0	1908.0	1272.0	4452.0	0	636.0	0	636.0	0
Pantoea_unclassified	98026.0	142955.0	0	0	1361.0	0	0	0	0	0	0	0	0	0	0	0
Yersinia_unclassified	7818.0	11610.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Halomonas_unclassified	0	0	0	0	1968.0	1968.0	5905.0	0	0	5905.0	0	0	0	0	0	0
Actinobacillus_unclassified	0	0	24195.0	0	0	0	0	2007.0	0	374.0	1830.0	0	0	0	0	0
Acinetobacter_unclassified	539.0	0	0	0	0	0	0	0	1023.0	0	1715.0	0	1709.0	0	0	0
Psychrobacter_arcticus	0	0	0	0	0	0	0	0	40.0	0	276.0	0	99.0	0	0	0
Psychrobacter_cryohalolentis	247.0	0	0	0	0	0	0	0	779.0	399.0	1484.0	0	1146.0	0	164.0	0
Pseudomonas_unclassified	0	0	0	0	0	0	0	0	0	11881.0	24533.0	2970.0	2970.0	0	0	0
Photobacterium_damselae	576.0	0	2573475.0	8248.0	1829.0	5596.0	7229.0	34255.0	0	0	0	0	0	0	0	0
Photobacterium_unclassified	331.0	1304.0	0	0	0	0	7650.0	0	0	0	0	0	0	0	0	0
Rhodanobacter_unclassified	0	0	0	0	0	264.0	0	0	0	423.0	2068.0	0	0	0	0	0
Stenotrophomonas_maltophilia	0	1348.0	0	0	0	0	0	0	0	0	0	0	2766.0	310.0	0	105.0
Thermodesulfobacterium_unclassified	0	0	0	0	1109.0	111.0	0	0	0	0	0	0	222.0	222.0	0	0
Eimeria_tenella	0	0	0	9.0	0	0	0	0	78.0	0	0	129.0	19.0	0	0	69.0
Murine_osteosarcoma_virus	1.0	0	0	16.0	0	10.0	5.0	16.0	5.0	8.0	2.0	6.0	10.0	5.0	10.0	17.0

